Height,Input,Output,Sum,Time
51728,['19CUCr9AoN5u9oJ5kcCkxFaeLkUPdD4eZs'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1LJY43rwiMQMNVC46pYgm5V2tk6WNeWTqi', '2.81']",['2.82'],2010-04-18 17:57:26
51728,['1LJY43rwiMQMNVC46pYgm5V2tk6WNeWTqi'],"['1ATwmk92qvPt3R85ZaJNLbLoa9o6B7vrLD', '2.8', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.81'],2010-04-18 17:57:26
51728,['1P4gigSuyEiD9oz4gwa9Xvw9nHtAbnGPQb'],"['1Hcnn4YPpwaBiKSNGvNbRTVn9y5wW35YL7', '0.68', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.69'],2010-04-18 17:57:26
51728,['1835oHVcgdxztmrtcxG6qm9E5bTwC2wZtp'],"['14hKYsJCGPodrrKp6pRuwZUiq6zLX3bJEG', '0.06', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.07'],2010-04-18 17:57:26
51728,['14hKYsJCGPodrrKp6pRuwZUiq6zLX3bJEG'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1AhTnQAvZq7LAoKiF152ZTZBpBbM63GhSi', '0.05']",['0.06'],2010-04-18 17:57:26
51728,['1Hcnn4YPpwaBiKSNGvNbRTVn9y5wW35YL7'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '197L1krvkdGz5GCcmEi9CQ3NnXgcdRhavV', '0.67']",['0.68'],2010-04-18 17:57:26
51728,['1AhTnQAvZq7LAoKiF152ZTZBpBbM63GhSi'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1P3cLtcc18XUtEAbWQ8AfEgfejVh6J442C', '0.04']",['0.05'],2010-04-18 17:57:26
51728,['1P3cLtcc18XUtEAbWQ8AfEgfejVh6J442C'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1D2jk8udzxtFDJFTzTtizSkTC4Bi1unV7g', '0.03']",['0.04'],2010-04-18 17:57:26
51728,['1ATwmk92qvPt3R85ZaJNLbLoa9o6B7vrLD'],"['18H1HksQzfrzL6HpR245TQRPcWFegJYCKd', '2.79', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.8'],2010-04-18 17:57:26
51728,['197L1krvkdGz5GCcmEi9CQ3NnXgcdRhavV'],"['1MRabkG4ZuXrW9z3mRVd3i3rmjV5xPvkao', '0.66', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.67'],2010-04-18 17:57:26
51728,['18H1HksQzfrzL6HpR245TQRPcWFegJYCKd'],"['1ESFztSgqT7c6guEBSmRdhcXhAAApce4ND', '2.78', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.79'],2010-04-18 17:57:26
51728,['1MRabkG4ZuXrW9z3mRVd3i3rmjV5xPvkao'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GydTVNF1A5zWCQWZm21QVChAbhqYmMHjG', '0.65']",['0.66'],2010-04-18 17:57:26
51728,['1D2jk8udzxtFDJFTzTtizSkTC4Bi1unV7g'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1M9qiZuiGSjpi4yAGyMCvYWrFo2PAT8TLP', '0.02']",['0.03'],2010-04-18 17:57:26
51728,['1ESFztSgqT7c6guEBSmRdhcXhAAApce4ND'],"['1C4qejYqtFb5iExxoz3g25hbckcM7AZgJg', '2.77', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.78'],2010-04-18 17:57:26
51728,['1GydTVNF1A5zWCQWZm21QVChAbhqYmMHjG'],"['1HSjsX6iDwS8UHxPtbW39Xk7hRchg7HQ8Q', '0.64', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.65'],2010-04-18 17:57:26
51728,['1HSjsX6iDwS8UHxPtbW39Xk7hRchg7HQ8Q'],"['17PdPzUKgfvLdcciiEBtqSRRLUP2zetMHJ', '0.63', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.64'],2010-04-18 17:57:26
51728,['17PdPzUKgfvLdcciiEBtqSRRLUP2zetMHJ'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '16eKCVmUxs4M8yJzHvEsMHgve8HkEVFpyW', '0.62']",['0.63'],2010-04-18 17:57:26
51728,['16eKCVmUxs4M8yJzHvEsMHgve8HkEVFpyW'],"['1E8Pm4msNFfyFQoDDJTTPdeA6Fewdi7u42', '0.61', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.62'],2010-04-18 17:57:26
51728,['1C4qejYqtFb5iExxoz3g25hbckcM7AZgJg'],"['1KZ3UagL4hTyda6EWUEbpsVWiBvNjTF9iW', '2.76', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.77'],2010-04-18 17:57:26
51728,['1M9qiZuiGSjpi4yAGyMCvYWrFo2PAT8TLP'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GksgDa6cKNtnCBMx1ipH593eDXdHH7pgP', '0.01']",['0.02'],2010-04-18 17:57:26
51728,['1E8Pm4msNFfyFQoDDJTTPdeA6Fewdi7u42'],"['1PRtfu289tSfiTCMZsrEiDYdN2HE7uAq39', '0.6', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.61'],2010-04-18 17:57:26
51728,['1GksgDa6cKNtnCBMx1ipH593eDXdHH7pgP'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.01'],2010-04-18 17:57:26
51728,['1KZ3UagL4hTyda6EWUEbpsVWiBvNjTF9iW'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1CGcNGZS6LZAEz75FgmNExjHmY71cY3dF6', '2.75']",['2.76'],2010-04-18 17:57:26
51728,['1PRtfu289tSfiTCMZsrEiDYdN2HE7uAq39'],"['1Bae1bxHh6hMEG49R9fFDPF5vnvD7uLbpw', '0.59', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.6'],2010-04-18 17:57:26
51728,['1CGcNGZS6LZAEz75FgmNExjHmY71cY3dF6'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1KfczriQ2J42WbnvXnENGMWzjXTdYvtBAK', '2.74']",['2.75'],2010-04-18 17:57:26
51728,['1Bae1bxHh6hMEG49R9fFDPF5vnvD7uLbpw'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1BaDw8wJeyUt9TvNPMouUXMwqEoh8MEe9P', '0.58']",['0.59'],2010-04-18 17:57:26
51728,['1KfczriQ2J42WbnvXnENGMWzjXTdYvtBAK'],"['12GQRiFN23CjvV79xf4hWgXibCHTKGKZ3v', '2.73', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.74'],2010-04-18 17:57:26
51728,['12GQRiFN23CjvV79xf4hWgXibCHTKGKZ3v'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14X7T6XFq6Qx7JZvdjN7dvmLbRrSfwymCA', '2.72']",['2.73'],2010-04-18 17:57:26
51728,['1BaDw8wJeyUt9TvNPMouUXMwqEoh8MEe9P'],"['1GP6nVM8jHrvNXrBSbNbKCiGMXqxaYJvks', '0.57', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.58'],2010-04-18 17:57:26
51728,['14X7T6XFq6Qx7JZvdjN7dvmLbRrSfwymCA'],"['1DqfLMMg5b8wzaE3tuaSbYjMYRYuVCoa38', '2.71', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.72'],2010-04-18 17:57:26
51728,['1GP6nVM8jHrvNXrBSbNbKCiGMXqxaYJvks'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14aLhebqErNTHbs3YSsWga5mGLP4exRRCt', '0.56']",['0.57'],2010-04-18 17:57:26
51728,['1DqfLMMg5b8wzaE3tuaSbYjMYRYuVCoa38'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '12CzHx9ELJspXoV615i5j9BptjSZZvaFPh', '2.7']",['2.71'],2010-04-18 17:57:26
51728,['14aLhebqErNTHbs3YSsWga5mGLP4exRRCt'],"['1MxBMe97TLqfkhCkbRzz7ViJ3LzjyAQvhx', '0.55', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.56'],2010-04-18 17:57:26
51728,['1MxBMe97TLqfkhCkbRzz7ViJ3LzjyAQvhx'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1CywhGnVPxSMJ2Fr4mFAHcF7nWCgMXPuL', '0.54']",['0.55'],2010-04-18 17:57:26
51728,['12CzHx9ELJspXoV615i5j9BptjSZZvaFPh'],"['1LEr9ya19Pfu7yPdPuPe9u9Gst8rCQyvNJ', '2.69', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.7'],2010-04-18 17:57:26
51728,['1LEr9ya19Pfu7yPdPuPe9u9Gst8rCQyvNJ'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1BVD9T46jcepNdphaih67snNnzyCREk2yU', '2.68']",['2.69'],2010-04-18 17:57:26
51728,['1BVD9T46jcepNdphaih67snNnzyCREk2yU'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1PLxQTWYF4i94P2cJr8bHtdnDDWHdWwmeP', '2.67']",['2.68'],2010-04-18 17:57:26
51728,['1PLxQTWYF4i94P2cJr8bHtdnDDWHdWwmeP'],"['1L3q3FJLgkx7PpdK9VapMq3Lz8b3n6kmeL', '2.66', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.67'],2010-04-18 17:57:26
51728,['1CywhGnVPxSMJ2Fr4mFAHcF7nWCgMXPuL'],"['19v8dwP41bheb3auGEKSgUR7MK723gB37m', '0.53', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.54'],2010-04-18 17:57:26
51728,['1L3q3FJLgkx7PpdK9VapMq3Lz8b3n6kmeL'],"['15UvCSnFkAWh7YjpCiaJE8GH6UV6dH9bH2', '2.65', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.66'],2010-04-18 17:57:26
51728,['19v8dwP41bheb3auGEKSgUR7MK723gB37m'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1LktdV5yzHm1w2rhoKuJATCrGaBz2MU4gj', '0.52']",['0.53'],2010-04-18 17:57:26
51728,['15UvCSnFkAWh7YjpCiaJE8GH6UV6dH9bH2'],"['1DcQewoX38mMahECNkjfiwcnRHw69zFvt2', '2.64', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.65'],2010-04-18 17:57:26
51728,['1LktdV5yzHm1w2rhoKuJATCrGaBz2MU4gj'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GYbjvKcdnwzTEGfyo8Pc5WLH5z11ygdZG', '0.51']",['0.52'],2010-04-18 17:57:26
51728,['1DcQewoX38mMahECNkjfiwcnRHw69zFvt2'],"['15vmCf3VbJ8ihjSyrGeKhXukfGmcFBoxNQ', '2.63', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.64'],2010-04-18 17:57:26
51728,['1GYbjvKcdnwzTEGfyo8Pc5WLH5z11ygdZG'],"['13DqaQeoxFdynT1BbS9f6WB7dJU1YVbvbV', '0.5', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.51'],2010-04-18 17:57:26
51728,['13DqaQeoxFdynT1BbS9f6WB7dJU1YVbvbV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1CvSBcZQRaLmnoxscNpHySfrFLU2gs26G4', '0.49']",['0.5'],2010-04-18 17:57:26
51728,['15vmCf3VbJ8ihjSyrGeKhXukfGmcFBoxNQ'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '15gnF6dtvscJV7qGSgv5Jsv4ok27Zwbgya', '2.62']",['2.63'],2010-04-18 17:57:26
51728,['15gnF6dtvscJV7qGSgv5Jsv4ok27Zwbgya'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1NdvzguTjt8XLCyJBy4eR8MtXJqHoq6jqx', '2.61']",['2.62'],2010-04-18 17:57:26
51728,['1CvSBcZQRaLmnoxscNpHySfrFLU2gs26G4'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14epgTm7CaX8zWr476uFJf79UYVusaDS5d', '0.48']",['0.49'],2010-04-18 17:57:26
51728,['1NdvzguTjt8XLCyJBy4eR8MtXJqHoq6jqx'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1K2wL9vJqWoQnoE1YczqA2tMSd4oFcWEBh', '2.6']",['2.61'],2010-04-18 17:57:26
51728,['14epgTm7CaX8zWr476uFJf79UYVusaDS5d'],"['17i7P2YQSCYuDNZdZkxwNce9Fj6toHc4b', '0.47', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.48'],2010-04-18 17:57:26
51728,['1K2wL9vJqWoQnoE1YczqA2tMSd4oFcWEBh'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1DwjwqG6ZGmwhsizQARKsfHuGjD6cwNz4v', '2.59']",['2.6'],2010-04-18 17:57:26
51728,['17i7P2YQSCYuDNZdZkxwNce9Fj6toHc4b'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GgbJKWDjoXvLXfmiJWx2eGAfSNG419N64', '0.46']",['0.47'],2010-04-18 17:57:26
51728,['1GgbJKWDjoXvLXfmiJWx2eGAfSNG419N64'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1G9FnMWJEPb5E4cLf69WftCVwFMi38s4bN', '0.45']",['0.46'],2010-04-18 17:57:26
51728,['1DwjwqG6ZGmwhsizQARKsfHuGjD6cwNz4v'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1FXv7ePQw91Ti8dLiA1NLxX8zu4xS4JPZg', '2.58']",['2.59'],2010-04-18 17:57:26
51728,['1FXv7ePQw91Ti8dLiA1NLxX8zu4xS4JPZg'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1M7DR8zarHyoyAaAeBKLZfrwaBuGwV5Tjw', '2.57']",['2.58'],2010-04-18 17:57:26
51728,['1G9FnMWJEPb5E4cLf69WftCVwFMi38s4bN'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1McULeFFZ44J2YvjEPWSZ5RQPpsUWDFvpy', '0.44']",['0.45'],2010-04-18 17:57:26
51728,['1M7DR8zarHyoyAaAeBKLZfrwaBuGwV5Tjw'],"['1EsFKyckkRoS96yPJCeg7eqUJCb8SWr9zH', '2.56', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.57'],2010-04-18 17:57:26
51728,['1McULeFFZ44J2YvjEPWSZ5RQPpsUWDFvpy'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GgrMJzCqRPCTGc5SbPAkMTw69YzScUhXa', '0.43']",['0.44'],2010-04-18 17:57:26
51728,['1GgrMJzCqRPCTGc5SbPAkMTw69YzScUhXa'],"['19oQ1cTRk4AdujeheMBYcq4xefqbW2kBY6', '0.42', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.43'],2010-04-18 17:57:26
51728,['1EsFKyckkRoS96yPJCeg7eqUJCb8SWr9zH'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '17XmDbRiRh4KFFYiD9U6MRsBm4zkrqoUSD', '2.55']",['2.56'],2010-04-18 17:57:26
51728,['19oQ1cTRk4AdujeheMBYcq4xefqbW2kBY6'],"['18zvxkzaBDq7iuSK3MKaj2vmjMRZMraQtu', '0.41', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.42'],2010-04-18 17:57:26
51728,['17XmDbRiRh4KFFYiD9U6MRsBm4zkrqoUSD'],"['18SPvheC14H3UjsQAZSBsT79nvVbKxtd6V', '2.54', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.55'],2010-04-18 17:57:26
51728,['18zvxkzaBDq7iuSK3MKaj2vmjMRZMraQtu'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1FvJdydy2M69G4Bc3RZmc44bwYtjMdEeVK', '0.4']",['0.41'],2010-04-18 17:57:26
51728,['1FvJdydy2M69G4Bc3RZmc44bwYtjMdEeVK'],"['1P49ozDnT6feQcDVhnfK7LDuNPGHwVWUAA', '0.39', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.4'],2010-04-18 17:57:26
51728,['18SPvheC14H3UjsQAZSBsT79nvVbKxtd6V'],"['1GvRK7tJ8Vv7ngxXAA8abC7nKZEntU2Tx3', '2.53', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.54'],2010-04-18 17:57:26
51728,['1GvRK7tJ8Vv7ngxXAA8abC7nKZEntU2Tx3'],"['1MXHsSeH3Jwke9BeTdgwDBjtEb6ppRPSbm', '2.52', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.53'],2010-04-18 17:57:26
51728,['1P49ozDnT6feQcDVhnfK7LDuNPGHwVWUAA'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1dUqBGJzZCNCJZz3pkbXQgdsU2Jk1Jt25', '0.38']",['0.39'],2010-04-18 17:57:26
51728,['1dUqBGJzZCNCJZz3pkbXQgdsU2Jk1Jt25'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '17hhJSAY6cAAJxatp4YgwsXJ3uRzfHTJ4S', '0.37']",['0.38'],2010-04-18 17:57:26
51728,['17hhJSAY6cAAJxatp4YgwsXJ3uRzfHTJ4S'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '14FwiznnqU47w7ewJwmUwzoZHt44u2Aba8', '0.36']",['0.37'],2010-04-18 17:57:26
51728,['1MXHsSeH3Jwke9BeTdgwDBjtEb6ppRPSbm'],"['1Btsj4BKHYfqz4iHcEoji9JExoNsANdEaw', '2.51', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.52'],2010-04-18 17:57:26
51728,['14FwiznnqU47w7ewJwmUwzoZHt44u2Aba8'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1CLdENHSK9XxSFG9g23GDSkRRK81oZgP7F', '0.35']",['0.36'],2010-04-18 17:57:26
51728,['1Btsj4BKHYfqz4iHcEoji9JExoNsANdEaw'],"['16vvuPtwnMtfMS81RB7xKhb73Rj14EWk87', '2.5', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.51'],2010-04-18 17:57:26
51728,['16vvuPtwnMtfMS81RB7xKhb73Rj14EWk87'],"['126duGKEY6fyj2Sn4K7eKpWJFsctepa23v', '2.49', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.5'],2010-04-18 17:57:26
51728,['1CLdENHSK9XxSFG9g23GDSkRRK81oZgP7F'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1HjjyjT2eSPyDAzDAsnisR189bxoPMjra8', '0.34']",['0.35'],2010-04-18 17:57:26
51728,['126duGKEY6fyj2Sn4K7eKpWJFsctepa23v'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1FwSekMpQLNYgXSKxjJG1c6txtGdC4Vk6R', '2.48']",['2.49'],2010-04-18 17:57:26
51728,['1HjjyjT2eSPyDAzDAsnisR189bxoPMjra8'],"['1KLc5RRgWB5D4CongVNamMcH8MTGcYoz4y', '0.33', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.34'],2010-04-18 17:57:26
51728,['1KLc5RRgWB5D4CongVNamMcH8MTGcYoz4y'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1NFsfmuvtPEGtxYrjmnVRcVHjzpiYQdKS2', '0.32']",['0.33'],2010-04-18 17:57:26
51728,['1FwSekMpQLNYgXSKxjJG1c6txtGdC4Vk6R'],"['1Pwg2Zq8XTD4uYGLcLuURZU5e3BuAZrsJD', '2.47', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.48'],2010-04-18 17:57:26
51728,['1Pwg2Zq8XTD4uYGLcLuURZU5e3BuAZrsJD'],"['1JVuLQa1UZ7tNVBw9fw2Tbp7EGYx4sKGUV', '2.46', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.47'],2010-04-18 17:57:26
51728,['1JVuLQa1UZ7tNVBw9fw2Tbp7EGYx4sKGUV'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1PsqgzSR7PdxN8WwUAidEXF8DoSFaGWFuL', '2.45']",['2.46'],2010-04-18 17:57:26
51728,['1PsqgzSR7PdxN8WwUAidEXF8DoSFaGWFuL'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1MPWwPdHLginhGMAHbRmVmi3mzS3sjG3zR', '2.44']",['2.45'],2010-04-18 17:57:26
51728,['1NFsfmuvtPEGtxYrjmnVRcVHjzpiYQdKS2'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '15A7ECn98hP1wCbGzjX49GkH1iL6g7an1Z', '0.31']",['0.32'],2010-04-18 17:57:26
51728,['1MPWwPdHLginhGMAHbRmVmi3mzS3sjG3zR'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1NokZQXr2zpjhu8ByC1eCYyH9NEY8GHwvo', '2.43']",['2.44'],2010-04-18 17:57:26
51728,['15A7ECn98hP1wCbGzjX49GkH1iL6g7an1Z'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1BSSgUnkuvEFFuhaJejEz1QpUW2L6pg9aT', '0.3']",['0.31'],2010-04-18 17:57:26
51728,['1BSSgUnkuvEFFuhaJejEz1QpUW2L6pg9aT'],"['1Cij4K2mMZkPYoWk6oCADHWnsodcLaHAPa', '0.29', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.3'],2010-04-18 17:57:26
51728,['1Cij4K2mMZkPYoWk6oCADHWnsodcLaHAPa'],"['1QGvC3KyFszbdKpaTCiAasXZzuk1ytgcqc', '0.28', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.29'],2010-04-18 17:57:26
51728,['1NokZQXr2zpjhu8ByC1eCYyH9NEY8GHwvo'],"['17kuMX3g1AZPpA2xcgpZyehH2Cs1MGbNtE', '2.42', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.43'],2010-04-18 17:57:26
51728,['1QGvC3KyFszbdKpaTCiAasXZzuk1ytgcqc'],"['1LET5iU12mizASYpYRQ8BhccBQ5s3xBaQ3', '0.27', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.28'],2010-04-18 17:57:26
51728,['1LET5iU12mizASYpYRQ8BhccBQ5s3xBaQ3'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '17ahB1V1V9YBu9731M67aFe4VU1oRmM7Rp', '0.26']",['0.27'],2010-04-18 17:57:26
51728,['17kuMX3g1AZPpA2xcgpZyehH2Cs1MGbNtE'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1E2Ys9jMcnq6wD8kJgng1KKvtr5ErHnYu5', '2.41']",['2.42'],2010-04-18 17:57:26
51728,['1E2Ys9jMcnq6wD8kJgng1KKvtr5ErHnYu5'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1J3gdsic4Gfnx7kUVPL5ebFU6m27zaShq2', '2.4']",['2.41'],2010-04-18 17:57:26
51728,['17ahB1V1V9YBu9731M67aFe4VU1oRmM7Rp'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '153W8xMgNFKFso3GME7STjGXxzmuQtHFzD', '0.25']",['0.26'],2010-04-18 17:57:26
51728,['153W8xMgNFKFso3GME7STjGXxzmuQtHFzD'],"['1EfsXt59yumTKaQii9tatKwC9sdQHL4PYy', '0.24', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.25'],2010-04-18 17:57:26
51728,['1J3gdsic4Gfnx7kUVPL5ebFU6m27zaShq2'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GicqkLF9JKYhVatRDEtuD5oamovGcxPEp', '2.39']",['2.4'],2010-04-18 17:57:26
51728,['1EfsXt59yumTKaQii9tatKwC9sdQHL4PYy'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1GbXdps8BV4WCbeAFMGdmZFJ2deKJ8o9Zi', '0.23']",['0.24'],2010-04-18 17:57:26
51728,['1GicqkLF9JKYhVatRDEtuD5oamovGcxPEp'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '19Fyq4ZYCjNgMkZDaBRMKxXLAjsXeChcFg', '2.38']",['2.39'],2010-04-18 17:57:26
51728,['1GbXdps8BV4WCbeAFMGdmZFJ2deKJ8o9Zi'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1QJnEd4a1A6VNi6Pjz55BU9CtCgKwivNpm', '0.22']",['0.23'],2010-04-18 17:57:26
51728,['1QJnEd4a1A6VNi6Pjz55BU9CtCgKwivNpm'],"['1JHcJep5Tu2WnSukspnW2A6s61Wt2wVNtY', '0.21', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.22'],2010-04-18 17:57:26
51728,['1JHcJep5Tu2WnSukspnW2A6s61Wt2wVNtY'],"['1FQerrrWufja4XSMuv6ERch2wE4GdW7jdc', '0.2', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.21'],2010-04-18 17:57:26
51728,['19Fyq4ZYCjNgMkZDaBRMKxXLAjsXeChcFg'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '1C6DQeUhRDWTCxKoDVm6qqwGpfEQXUjLLC', '2.37']",['2.38'],2010-04-18 17:57:26
51728,['1C6DQeUhRDWTCxKoDVm6qqwGpfEQXUjLLC'],"['1EjskNUND7tRVGoZDnNoKtFviQnSXE5Z3a', '2.36', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['2.37'],2010-04-18 17:57:26
51728,['1FQerrrWufja4XSMuv6ERch2wE4GdW7jdc'],"['1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01', '167UBgUsMqMTe3ouJhVnzeLMxUFUhVTgSt', '0.19']",['0.2'],2010-04-18 17:57:26
51728,['167UBgUsMqMTe3ouJhVnzeLMxUFUhVTgSt'],"['1HcKwNX3s8w1pENbmrRPGMqk8tRN68bZCH', '0.18', '1XPTgDRhN8RFnzniWCddobD9iKZatrvH4', '0.01']",['0.19'],2010-04-18 17:57:26
