Height,Input,Output,Sum,Time
67334,['1N7ivXyhqb6wuvXXHVJhddbRzUrCGHRc4k'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1Fo5x34akHizvhG33aeNcF5p2s7KEYJVeS', '15.37']",['15.38'],2010-07-14 18:35:07
67334,['1Fo5x34akHizvhG33aeNcF5p2s7KEYJVeS'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1FNZoktfm6sEA5ELUUJ4B5Qq4kbFNyUyGU', '15.36']",['15.37'],2010-07-14 18:35:07
67334,['1FNZoktfm6sEA5ELUUJ4B5Qq4kbFNyUyGU'],"['1PwUWccB7j2wSx7KX8976XTWLDfBQaJG8f', '15.35', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.36'],2010-07-14 18:35:07
67334,['1PwUWccB7j2wSx7KX8976XTWLDfBQaJG8f'],"['1FnWvGsuTHweLWD9qni4LGXe74RQn6UMpS', '15.34', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.35'],2010-07-14 18:35:07
67334,['1FnWvGsuTHweLWD9qni4LGXe74RQn6UMpS'],"['1JUsTZj9iAbykF6jWeDC6MLjFWzPDkcAT8', '15.33', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.34'],2010-07-14 18:35:07
67334,['1JUsTZj9iAbykF6jWeDC6MLjFWzPDkcAT8'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '17ntd9RXehRYv53J817ok2wj8ELhQdAL13', '15.32']",['15.33'],2010-07-14 18:35:07
67334,['17ntd9RXehRYv53J817ok2wj8ELhQdAL13'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1ENMaoD1fzGgq7mvPtzBMaprUiHEhfwcRq', '15.31']",['15.32'],2010-07-14 18:35:07
67334,['1ENMaoD1fzGgq7mvPtzBMaprUiHEhfwcRq'],"['17E9Pr915mBX6giNAVW7TLLLtiUWZbGde3', '15.3', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.31'],2010-07-14 18:35:07
67334,['17E9Pr915mBX6giNAVW7TLLLtiUWZbGde3'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1DnHVYPLtcu6jSjgv8TxbuHtwCgumktAVC', '15.29']",['15.3'],2010-07-14 18:35:07
67334,['1DnHVYPLtcu6jSjgv8TxbuHtwCgumktAVC'],"['1AWNQP7n4si5hhrmMkjY2bnVNUx44TnKGp', '15.28', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.29'],2010-07-14 18:35:07
67334,['1AWNQP7n4si5hhrmMkjY2bnVNUx44TnKGp'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1JpBjDt6yfWGX2nAEZMBgRJ9GzsDEPyzW6', '15.27']",['15.28'],2010-07-14 18:35:07
67334,['1JpBjDt6yfWGX2nAEZMBgRJ9GzsDEPyzW6'],"['16Y7VNSjAbBtqaqmdacazqhhwv6np8Cn1', '15.26', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.27'],2010-07-14 18:35:07
67334,['16Y7VNSjAbBtqaqmdacazqhhwv6np8Cn1'],"['1KW3EEPNG6Vo9NfH6WBaVFeDEw9xi728LF', '15.25', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.26'],2010-07-14 18:35:07
67334,['1KW3EEPNG6Vo9NfH6WBaVFeDEw9xi728LF'],"['13WpVgALAY1oG3WrEB4hdodwsFjEoukrGU', '15.24', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.25'],2010-07-14 18:35:07
67334,['13WpVgALAY1oG3WrEB4hdodwsFjEoukrGU'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1HU57M7ym1GytzSXbJzXhEWRQvrcrzGm4J', '15.23']",['15.24'],2010-07-14 18:35:07
67334,['1HU57M7ym1GytzSXbJzXhEWRQvrcrzGm4J'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1FedqUDeMGdd4EZzDUCG1fHW2mqwSEx23M', '15.22']",['15.23'],2010-07-14 18:35:07
67334,['1FedqUDeMGdd4EZzDUCG1fHW2mqwSEx23M'],"['19h2WP5fkg5fedVCDrMUXyGAjUPe4uvh9S', '15.21', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.22'],2010-07-14 18:35:07
67334,['19h2WP5fkg5fedVCDrMUXyGAjUPe4uvh9S'],"['19rszM1a347nPcEQBysaUxBKKhypwi5czQ', '15.2', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.21'],2010-07-14 18:35:07
67334,['19rszM1a347nPcEQBysaUxBKKhypwi5czQ'],"['1GTRumo68w54bZQzsaiwfTcpPuL7KvcXcE', '15.19', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.2'],2010-07-14 18:35:07
67334,['1GTRumo68w54bZQzsaiwfTcpPuL7KvcXcE'],"['1Jk4c53FKSHtUncr5TksQe4FSQj4MWnfP', '15.18', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.19'],2010-07-14 18:35:07
67334,['1Jk4c53FKSHtUncr5TksQe4FSQj4MWnfP'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1BJB59RTKB5k72rgR32ggLykq2ZUiqaeF4', '15.17']",['15.18'],2010-07-14 18:35:07
67334,['1BJB59RTKB5k72rgR32ggLykq2ZUiqaeF4'],"['1JN28u6NCQDLrX3X2w2vFo3S3XRZHGSAt9', '15.16', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.17'],2010-07-14 18:35:07
67334,['1JN28u6NCQDLrX3X2w2vFo3S3XRZHGSAt9'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '17hmdBMPMi9zX1K11Pvw8WsUqd5Hec5ooe', '15.15']",['15.16'],2010-07-14 18:35:07
67334,['17hmdBMPMi9zX1K11Pvw8WsUqd5Hec5ooe'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1CN2K6rxzcUmXzN9DpnstDc3giZ1UdvLLE', '15.14']",['15.15'],2010-07-14 18:35:07
67334,['1CN2K6rxzcUmXzN9DpnstDc3giZ1UdvLLE'],"['13aYp9aw3NCC9P7Yd3TbLSVTCm61UgwNko', '15.13', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.14'],2010-07-14 18:35:07
67334,['13aYp9aw3NCC9P7Yd3TbLSVTCm61UgwNko'],"['1HuBkcsDWEJydweuatsEihcZzN9nqUzDUQ', '15.12', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.13'],2010-07-14 18:35:07
67334,['1HuBkcsDWEJydweuatsEihcZzN9nqUzDUQ'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1D4n81rAh7YuX6EJj7nQvdN8HEUqCher2s', '15.11']",['15.12'],2010-07-14 18:35:07
67334,['1D4n81rAh7YuX6EJj7nQvdN8HEUqCher2s'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '17e65Wqr2ri5z2jUqBmJbAkfMk5xV3chfj', '15.1']",['15.11'],2010-07-14 18:35:07
67334,['17e65Wqr2ri5z2jUqBmJbAkfMk5xV3chfj'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1AmARszP54eT4P7CjCECp93paVehTP7Xan', '15.09']",['15.1'],2010-07-14 18:35:07
67334,['1AmARszP54eT4P7CjCECp93paVehTP7Xan'],"['19WnijAXuZx1TY78CNDAHg5uMUhUnL5QpM', '15.08', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.09'],2010-07-14 18:35:07
67334,['19WnijAXuZx1TY78CNDAHg5uMUhUnL5QpM'],"['1NBKGeD2NBxa24QmJxfk89GbRoQizuuJNE', '15.07', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.08'],2010-07-14 18:35:07
67334,['1NBKGeD2NBxa24QmJxfk89GbRoQizuuJNE'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1CgdQNpfDmwdaPs6fgwmXKU4qer1YJxsYR', '15.06']",['15.07'],2010-07-14 18:35:07
67334,['1CgdQNpfDmwdaPs6fgwmXKU4qer1YJxsYR'],"['1BrPgpH3uFKRC6xSgtcNsrPshnzTPs2Erj', '15.05', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.06'],2010-07-14 18:35:07
67334,['1BrPgpH3uFKRC6xSgtcNsrPshnzTPs2Erj'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1DZDGTH8ji5ypXCLxaezPhed6wR1SoR9sp', '15.04']",['15.05'],2010-07-14 18:35:07
67334,['1DZDGTH8ji5ypXCLxaezPhed6wR1SoR9sp'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1HVPU4thpXYzWUMVGsdfy3cvmt29kaJTbN', '15.03']",['15.04'],2010-07-14 18:35:07
67334,['1HVPU4thpXYzWUMVGsdfy3cvmt29kaJTbN'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1PbWCSpKpfho1HAqLMxJCfKSpLH6iQjPAo', '15.02']",['15.03'],2010-07-14 18:35:07
67334,['1PbWCSpKpfho1HAqLMxJCfKSpLH6iQjPAo'],"['14z8MWjbTN3gKARbeaM1nAd2QPhGr3824f', '15.01', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15.02'],2010-07-14 18:35:07
67334,['14z8MWjbTN3gKARbeaM1nAd2QPhGr3824f'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1KpTE4W8KTZxyRYMg6A7xCTS9VrCgv4jKs', '15']",['15.01'],2010-07-14 18:35:07
67334,['1KpTE4W8KTZxyRYMg6A7xCTS9VrCgv4jKs'],"['143Na2m7ixt6sBrcKBYXwPjjHcc4jc2x88', '14.99', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['15'],2010-07-14 18:35:07
67334,['143Na2m7ixt6sBrcKBYXwPjjHcc4jc2x88'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1Fwd48cgeUZPRGsP7tULFA6jABoCmn9WZw', '14.98']",['14.99'],2010-07-14 18:35:07
67334,['1Fwd48cgeUZPRGsP7tULFA6jABoCmn9WZw'],"['14gadF7c1sLtukMLJpuy4xhAxNuNNHpthf', '14.97', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.98'],2010-07-14 18:35:07
67334,['14gadF7c1sLtukMLJpuy4xhAxNuNNHpthf'],"['1QG6S7LKDK7g6HtHZ4QSmMHounSKPNgJbh', '14.96', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.97'],2010-07-14 18:35:07
67334,['1QG6S7LKDK7g6HtHZ4QSmMHounSKPNgJbh'],"['12pEq2NL69WiPupREEZhT2Mnb1ApKyq5w8', '14.95', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.96'],2010-07-14 18:35:07
67334,['12pEq2NL69WiPupREEZhT2Mnb1ApKyq5w8'],"['18ehukGiaxyRtnx8j6WtADKxkzizMqcpyF', '14.94', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.95'],2010-07-14 18:35:07
67334,['18ehukGiaxyRtnx8j6WtADKxkzizMqcpyF'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '14T9qGuHvVZr998vQz5kRa8QRLwUJhMEFb', '14.93']",['14.94'],2010-07-14 18:35:07
67334,['14T9qGuHvVZr998vQz5kRa8QRLwUJhMEFb'],"['17gRvg6wmcezc2EZBqYtwND28fLW1FRzER', '14.92', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.93'],2010-07-14 18:35:07
67334,['17gRvg6wmcezc2EZBqYtwND28fLW1FRzER'],"['1NtLNLo8fk4155BkDLkka3F7gQQHrhzDMK', '14.91', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.92'],2010-07-14 18:35:07
67334,['1NtLNLo8fk4155BkDLkka3F7gQQHrhzDMK'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1GHqDVBPg8ZNwzdGcPr1ZQnyRqeUXs1AFE', '14.9']",['14.91'],2010-07-14 18:35:07
67334,['1GHqDVBPg8ZNwzdGcPr1ZQnyRqeUXs1AFE'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1G6emGG1tAMYhA7htoSUsZis5UWzjQiaZq', '14.89']",['14.9'],2010-07-14 18:35:07
67334,['1G6emGG1tAMYhA7htoSUsZis5UWzjQiaZq'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1DVUVs2R4fu7a4Yg4wd7p7sXJRMzRbooyB', '14.88']",['14.89'],2010-07-14 18:35:07
67334,['1DVUVs2R4fu7a4Yg4wd7p7sXJRMzRbooyB'],"['1JBdsBry679Vj2Mvw9HfCFX3oC6WcWWhLd', '14.87', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.88'],2010-07-14 18:35:07
67334,['1JBdsBry679Vj2Mvw9HfCFX3oC6WcWWhLd'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1LVBCQU88RKbASPhzTkJdTEwrojZ5iawtE', '14.86']",['14.87'],2010-07-14 18:35:07
67334,['1LVBCQU88RKbASPhzTkJdTEwrojZ5iawtE'],"['1K4e7Mdk4BtuDiQ1oYMannoRkE16FsrCoi', '14.85', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.86'],2010-07-14 18:35:07
67334,['1K4e7Mdk4BtuDiQ1oYMannoRkE16FsrCoi'],"['1BtL3d3vS5iM363DpUGdqoKdkPSUPvAX8h', '14.84', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.85'],2010-07-14 18:35:07
67334,['1BtL3d3vS5iM363DpUGdqoKdkPSUPvAX8h'],"['17HB3dizx7yRoCFHV8uHgFZiqypSZH5zde', '14.83', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.84'],2010-07-14 18:35:07
67334,['17HB3dizx7yRoCFHV8uHgFZiqypSZH5zde'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '178wBCFUkwTFeTP5APpFqYM9ouso68apEE', '14.82']",['14.83'],2010-07-14 18:35:07
67334,['178wBCFUkwTFeTP5APpFqYM9ouso68apEE'],"['16bmmD52tfuGt78Lco3KFJDReZGPtEg1Gy', '14.81', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.82'],2010-07-14 18:35:07
67334,['16bmmD52tfuGt78Lco3KFJDReZGPtEg1Gy'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1Dsfmd2faBnkXKgth2QZvbV52bh7Es22i6', '14.8']",['14.81'],2010-07-14 18:35:07
67334,['1Dsfmd2faBnkXKgth2QZvbV52bh7Es22i6'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1NGCZR4F95UaZMaLMySXFDW8mRRp4MopRp', '14.79']",['14.8'],2010-07-14 18:35:07
67334,['1NGCZR4F95UaZMaLMySXFDW8mRRp4MopRp'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1XrRB86cJRKy9WTXVkiMvDsVUq3k5CimZ', '14.78']",['14.79'],2010-07-14 18:35:07
67334,['1XrRB86cJRKy9WTXVkiMvDsVUq3k5CimZ'],"['1MPeh3gQvFvEKaNctt7xPeGoD4ffND2q7F', '14.77', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.78'],2010-07-14 18:35:07
67334,['1MPeh3gQvFvEKaNctt7xPeGoD4ffND2q7F'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1GwsuP5MEDFQNmgC6bSMu2qbA3S7iR6NK3', '14.76']",['14.77'],2010-07-14 18:35:07
67334,['1GwsuP5MEDFQNmgC6bSMu2qbA3S7iR6NK3'],"['1B4PydUrFbvDLxwbR6gnHLEDVjECRu8Jst', '14.75', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.76'],2010-07-14 18:35:07
67334,['1B4PydUrFbvDLxwbR6gnHLEDVjECRu8Jst'],"['18VxBp7j3guR29S2hzMkr1T4CcSzvWh9rR', '14.74', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.75'],2010-07-14 18:35:07
67334,['18VxBp7j3guR29S2hzMkr1T4CcSzvWh9rR'],"['1FvDiFfTqrcCrUnM6VNwYoQM4Sn5H3C8Cj', '14.73', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.74'],2010-07-14 18:35:07
67334,['1FvDiFfTqrcCrUnM6VNwYoQM4Sn5H3C8Cj'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1PN6YPPXGNwm1B3Ak4466aRtdTTeBJbCWR', '14.72']",['14.73'],2010-07-14 18:35:07
67334,['1PN6YPPXGNwm1B3Ak4466aRtdTTeBJbCWR'],"['15sJxGn25Bx17yHfLQw8gK7oPRRkCNENtM', '14.71', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.72'],2010-07-14 18:35:07
67334,['15sJxGn25Bx17yHfLQw8gK7oPRRkCNENtM'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1JgyZ6Z2Zpq7XKcSNQTo6Fwh6JP6mRVwte', '14.7']",['14.71'],2010-07-14 18:35:07
67334,['1JgyZ6Z2Zpq7XKcSNQTo6Fwh6JP6mRVwte'],"['1Lrtb8CPrq7Ezjtf8QMQQrTKNPdmwCdnNd', '14.69', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.7'],2010-07-14 18:35:07
67334,['1Lrtb8CPrq7Ezjtf8QMQQrTKNPdmwCdnNd'],"['1NZNpAAojXQWBgnBS1k3hjGsP6vAMHd5sV', '14.68', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.69'],2010-07-14 18:35:07
67334,['1NZNpAAojXQWBgnBS1k3hjGsP6vAMHd5sV'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1ELtxe49kvwgGmLwbVwtb2Ld33BasuqGjz', '14.67']",['14.68'],2010-07-14 18:35:07
67334,['1ELtxe49kvwgGmLwbVwtb2Ld33BasuqGjz'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1D8FBr7oyDhof6uWaotnKDCBL5RdpySZ54', '14.66']",['14.67'],2010-07-14 18:35:07
67334,['1D8FBr7oyDhof6uWaotnKDCBL5RdpySZ54'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1MbbdBm7d8eqWmNhh4bNwBmPq9vrh1U7Ft', '14.65']",['14.66'],2010-07-14 18:35:07
67334,['1MbbdBm7d8eqWmNhh4bNwBmPq9vrh1U7Ft'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '13srPpzzXa2ghP2ysXjsfwwKDahEyqkaHV', '14.64']",['14.65'],2010-07-14 18:35:07
67334,['13srPpzzXa2ghP2ysXjsfwwKDahEyqkaHV'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1Bf7hf5CC7aH87PiJFkfHe4eNe8trpSdkx', '14.63']",['14.64'],2010-07-14 18:35:07
67334,['1Bf7hf5CC7aH87PiJFkfHe4eNe8trpSdkx'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1D46DHVJYJuPZthTQsC7mfbfnHUWAkBgnx', '14.62']",['14.63'],2010-07-14 18:35:07
67334,['1D46DHVJYJuPZthTQsC7mfbfnHUWAkBgnx'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1MQGzv8tnL96tgznnbpdBsC8DrSJHF3LQx', '14.61']",['14.62'],2010-07-14 18:35:07
67334,['1MQGzv8tnL96tgznnbpdBsC8DrSJHF3LQx'],"['1CGuVbTGVLZiSKoLqQmiYqQP1ArCS2fSNW', '14.6', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.61'],2010-07-14 18:35:07
67334,['1CGuVbTGVLZiSKoLqQmiYqQP1ArCS2fSNW'],"['1JLSwSjEyi9PpK58JAZA9o3RYkdaPFXoaG', '14.59', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.6'],2010-07-14 18:35:07
67334,['1JLSwSjEyi9PpK58JAZA9o3RYkdaPFXoaG'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '18RsQHjmbUiSPJdj3qRcjX2THpSwL1gRRV', '14.58']",['14.59'],2010-07-14 18:35:07
67334,['18RsQHjmbUiSPJdj3qRcjX2THpSwL1gRRV'],"['1L4f4WMdBitzBHeCey4uLR7x3vzYaCSNde', '14.57', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.58'],2010-07-14 18:35:07
67334,['1L4f4WMdBitzBHeCey4uLR7x3vzYaCSNde'],"['18Td1d8DdeTV83sQ4WUuLydS1ZPpWVsc8', '14.56', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.57'],2010-07-14 18:35:07
67334,['18Td1d8DdeTV83sQ4WUuLydS1ZPpWVsc8'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1M6ddRh8hm25m2nxBpdj1bUXW6kVhkPLiH', '14.55']",['14.56'],2010-07-14 18:35:07
67334,['1M6ddRh8hm25m2nxBpdj1bUXW6kVhkPLiH'],"['1CEAJtpFxewS6F8ELmVn4PKmzs2BQQRScp', '14.54', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.55'],2010-07-14 18:35:07
67334,['1CEAJtpFxewS6F8ELmVn4PKmzs2BQQRScp'],"['12NyNtAEnvGs4bUdBuhzAaqB3WwGdZ4Ujj', '14.53', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.54'],2010-07-14 18:35:07
67334,['12NyNtAEnvGs4bUdBuhzAaqB3WwGdZ4Ujj'],"['1CaBmfRp6v5xyWCBF61a47DyFHo2tgGe7e', '14.52', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.53'],2010-07-14 18:35:07
67334,['1CaBmfRp6v5xyWCBF61a47DyFHo2tgGe7e'],"['14qCYDt7DRtiSpRAoH7uKXPRqQaLzUWr53', '14.51', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.52'],2010-07-14 18:35:07
67334,['14qCYDt7DRtiSpRAoH7uKXPRqQaLzUWr53'],"['1F1QJHa4TcN8o2tHDBD7nM2T3fcWe27a2V', '14.5', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.51'],2010-07-14 18:35:07
67334,['1F1QJHa4TcN8o2tHDBD7nM2T3fcWe27a2V'],"['1BkEPty8EdPzG7uiRmMf3mFpyhSgxhAhEs', '14.49', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.5'],2010-07-14 18:35:07
67334,['1BkEPty8EdPzG7uiRmMf3mFpyhSgxhAhEs'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1a4mZm13qCqEn44JNarft17UFxRyrcM1v', '14.48']",['14.49'],2010-07-14 18:35:07
67334,['1a4mZm13qCqEn44JNarft17UFxRyrcM1v'],"['1Kwjj1cgpNfbwKxTzNFCxwffjn5kz7cLab', '14.47', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.48'],2010-07-14 18:35:07
67334,['1Kwjj1cgpNfbwKxTzNFCxwffjn5kz7cLab'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '17RUsgPnExVWn4WLEFyVST6qko1HsgTvzj', '14.46']",['14.47'],2010-07-14 18:35:07
67334,['17RUsgPnExVWn4WLEFyVST6qko1HsgTvzj'],"['1JeFhfNrT9Hk4TtMbvkKCpw6fjCFJcenT2', '14.45', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.46'],2010-07-14 18:35:07
67334,['1JeFhfNrT9Hk4TtMbvkKCpw6fjCFJcenT2'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1Nwwaxddg9xTS3swcygDuKtRnsBypvFhc5', '14.44']",['14.45'],2010-07-14 18:35:07
67334,['1Nwwaxddg9xTS3swcygDuKtRnsBypvFhc5'],"['1Jc3em5GfdUAQH1v8baZDH8LzRfgNUW5kd', '14.43', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.44'],2010-07-14 18:35:07
67334,['1Jc3em5GfdUAQH1v8baZDH8LzRfgNUW5kd'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '13N8tZ8KLQiVtRH1xK7Dc87Hfp5cv1v1qV', '14.42']",['14.43'],2010-07-14 18:35:07
67334,['13N8tZ8KLQiVtRH1xK7Dc87Hfp5cv1v1qV'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1HiLR582HyGF8uL3ZuxstZkJac8zS9eBcr', '14.41']",['14.42'],2010-07-14 18:35:07
67334,['1HiLR582HyGF8uL3ZuxstZkJac8zS9eBcr'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1JcKZdG18zsVBj6SbYssHRcNytPHhu2Z49', '14.4']",['14.41'],2010-07-14 18:35:07
67334,['1JcKZdG18zsVBj6SbYssHRcNytPHhu2Z49'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '1MK1V1Jb3Fi38mQznfdHjyAHEBTU3W4BUg', '14.39']",['14.4'],2010-07-14 18:35:07
67334,['1MK1V1Jb3Fi38mQznfdHjyAHEBTU3W4BUg'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '16vfwrgwNGGLT3fwBgwF1Dj5gFfK9mZ2o6', '14.38']",['14.39'],2010-07-14 18:35:07
67334,['16vfwrgwNGGLT3fwBgwF1Dj5gFfK9mZ2o6'],"['18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01', '15DYuCEVV7oi8G7cnLq3whdFo1Bfpqg97Z', '14.37']",['14.38'],2010-07-14 18:35:07
67334,['15DYuCEVV7oi8G7cnLq3whdFo1Bfpqg97Z'],"['1NrTwqTWJykvyMsYwsNXFH1xXopHSQWvK6', '14.36', '18gBZnsuSrhYLjvPUgwvDUJmksfREUGBTT', '0.01']",['14.37'],2010-07-14 18:35:07
